AVOIDS ENORMOUS NETWORK PAYLOADS
URL;TRANSFER SIZE
https://it.wikipedia.org/w/load.php?lang=it&modules=ext.gadget.ExternalSearch%2CForm-valutazione-enc%2CHiddenCat%2CInterProject%2CMainPageWikiList%2CNewSection%2COpenStreetMap%2CReferenceTooltips%2CRequests-Wizard%2CRichiediRevisioneBozza%2CWikiMiniAtlas%2Cstru-commonsupload&skin=vector&version=ij9gi;3732.6319999992847 ms;text/javascript text;h2 text;30900 bytes;Script text;3721.6410000110045 ms;200 text;10523 bytes
https://it.wikipedia.org/w/load.php?lang=it&modules=ext.visualEditor.core.utils.parsing%7Cext.visualEditor.desktopArticleTarget.init%7Cext.visualEditor.progressBarWidget%2CsupportCheck%2CtargetLoader%2CtempWikitextEditorWidget%2Ctrack%2Cve&skin=vector&version=1k9ls;3732.1159999701194 ms;text/javascript text;h2 text;64536 bytes;Script text;3722.7379999822006 ms;200 text;18948 bytes
https://it.wikipedia.org/w/load.php?lang=it&modules=ext.centralNotice.choiceData%2Cdisplay%2CgeoIP%2CimpressionDiet%2CkvStore%2ClegacySupport%2CstartUp%7Cext.centralauth.centralautologin%7Cext.cx.eventlogging.campaigns%7Cext.discussionTools.init%7Cext.discussionTools.init.styles%7Cext.echo.centralauth%7Cext.eventLogging%2CnavigationTiming%2Cpopups%2CwikimediaEvents%7Cext.growthExperiments.SuggestedEditSession%7Cext.uls.interface%2Cpreferences%2Cwebfonts%7Cjquery%2Cmoment%2Coojs%2Coojs-router%2Coojs-ui-core%2Coojs-ui-windows%2Crangefix%2Csite%7Cjquery.client%2Ccookie%2CtextSelection%7Cmediawiki.String%2CTitle%2CUri%2Capi%2Cbase%2Ccldr%2Ccookie%2Cexperiments%2CjqueryMsg%2Clanguage%2Cstorage%2Cuser%2Cutil%2CvisibleTimeout%7Cmediawiki.editfont.styles%7Cmediawiki.libs.pluralruleparser%7Cmediawiki.page.ready%7Cmediawiki.ui.button%2Cicon%7Cmmv.bootstrap%2Chead%7Cmmv.bootstrap.autostart%7Coojs-ui-core.icons%2Cstyles%7Coojs-ui-windows.icons%7Coojs-ui.styles.indicators%7Cskins.vector.legacy.js&skin=vector&version=1beuc; ms; text; text; bytes;Script text;3722.5239999825135 ms;-1 text; bytes

MINIMIZE THIRD-PARTY USAGE
MAIN-THREAD BLOCKING TIME;THIRD-PARTY;TRANSFER SIZE
 ms;{'text': 'Google Analytics', 'type': 'link', 'url': 'https://marketingplatform.google.com/about/analytics/'} link; bytes

REDUCE INITIAL SERVER RESPONSE TIME
URL;TIME SPENT
https://it.wikipedia.org/wiki/Pagina_principale;623.296 timespanMs

USER TIMING MARKS AND MEASURES
DURATION;NAME;START TIME;TYPE
 ms;mwStartup text;1000.064 ms;Mark text

